College,Branch,Category,Rank 2024,Percentile 2024,Rank 2025,Percentile 2025,Rank Change,Percentile Change
"04147 - K.D.K. College of Engineering, Nagpur",Computer Science and Engineering,GNT,52037.0,81.9801,70675.0,78.4243,+18638 ↑,-3.5558 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Computer Science and Engineering,EWS,59384.0,79.3459,140432.0,49.1541,+81048 ↑,-30.1918 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Computer Science and Engineering,TFWS,106547.0,58.1588,61236.0,81.3271,-45311 ↓,+23.1683 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Electrical Engineering,GOPENS,98514.0,62.7958,107791.0,64.2631,+9277 ↑,+1.4673 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Electrical Engineering,LOPENS,108570.0,57.2163,100735.0,67.1459,-7835 ↓,+9.9296 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Electrical Engineering,SC/ST,99947.0,61.8909,125586.0,56.293,+25639 ↑,-5.5979 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Electrical Engineering,OBC/SEBC,90304.0,66.1855,111810.0,62.1413,+21506 ↑,-4.0442 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Electrical Engineering,GNT,89424.0,66.8404,119790.0,58.8995,+30366 ↑,-7.9409 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Electronics and Telecommunication Engg,GOPENS,73303.0,73.7957,81439.0,74.6803,+8136 ↑,+0.8846 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Electronics and Telecommunication Engg,LOPENS,156775.0,24.7658,78333.0,75.4881,-78442 ↓,+50.7223 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Electronics and Telecommunication Engg,SC/ST,80301.0,70.8723,95211.0,69.3296,+14910 ↑,-1.5427 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Electronics and Telecommunication Engg,OBC/SEBC,76787.0,72.3243,84055.0,73.6159,+7268 ↑,+1.2916 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Electronics and Telecommunication Engg,GNT,77213.0,72.1468,83196.0,73.6345,+5983 ↑,+1.4877 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Information Technology,GOPENS,60078.0,79.0646,74236.0,77.015,+14158 ↑,-2.0496 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Information Technology,LOPENS,61441.0,78.4441,73059.0,77.2287,+11618 ↑,-1.2154 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Information Technology,SC/ST,55570.0,80.7414,79472.0,75.2107,+23902 ↑,-5.5307 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Information Technology,OBC/SEBC,70041.0,75.1973,75285.0,76.8956,+5244 ↑,+1.6983 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Information Technology,GNT,54308.0,81.2084,74795.0,76.9214,+20487 ↑,-4.287 ↓
"04147 - K.D.K. College of Engineering, Nagpur",Mechanical Engineering,GOPENS,109042.0,57.196,117804.0,59.9607,+8762 ↑,+2.7647 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Mechanical Engineering,LOPENS,139466.0,38.7774,115857.0,60.6345,-23609 ↓,+21.8571 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Mechanical Engineering,SC/ST,126881.0,46.5103,139587.0,49.3416,+12706 ↑,+2.8313 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Mechanical Engineering,OBC/SEBC,122795.0,49.5131,121600.0,57.8196,-1195 ↓,+8.3065 ↑
"04147 - K.D.K. College of Engineering, Nagpur",Mechanical Engineering,GNT,120068.0,50.9307,149104.0,43.6589,+29036 ↑,-7.2718 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Aeronautical Engineering,GOPENS,94256.0,64.65,108969.0,63.5768,+14713 ↑,-1.0732 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Aeronautical Engineering,LOPENS,101695.0,60.5467,89257.0,71.583,-12438 ↓,+11.0363 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Aeronautical Engineering,SC/ST,113582.0,54.3568,148191.0,43.9154,+34609 ↑,-10.4414 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Aeronautical Engineering,OBC/SEBC,111340.0,55.8763,122054.0,57.625,+10714 ↑,+1.7487 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Aeronautical Engineering,GNT,125113.0,47.9077,133695.0,52.1817,+8582 ↑,+4.274 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Aeronautical Engineering,EWS,128323.0,46.2784,178131.0,24.8659,+49808 ↑,-21.4125 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Aeronautical Engineering,TFWS,59570.0,79.1872,107257.0,64.3454,+47687 ↑,-14.8418 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Artificial Intelligence and Machine Learning,GOPENS,102567.0,60.2952,100122.0,67.2177,-2445 ↓,+6.9225 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Artificial Intelligence and Machine Learning,LOPENS,89893.0,66.4751,86655.0,72.673,-3238 ↓,+6.1979 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Artificial Intelligence and Machine Learning,SC/ST,116929.0,52.8149,121046.0,58.2181,+4117 ↑,+5.4032 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Artificial Intelligence and Machine Learning,OBC/SEBC,110832.0,56.565,111613.0,62.8632,+781 ↑,+6.2982 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Artificial Intelligence and Machine Learning,GNT,111839.0,55.3559,133291.0,52.3622,+21452 ↑,-2.9937 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Artificial Intelligence and Machine Learning,TFWS,175252.0,6.2116,106895.0,64.3871,-68357 ↓,+58.1755 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Bio Technology,GOPENS,23252.0,92.7646,26517.0,92.8142,+3265 ↑,+0.0496 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Bio Technology,LOPENS,18629.0,94.2408,23676.0,93.5925,+5047 ↑,-0.6483 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Bio Technology,SC/ST,32014.0,89.9335,40441.0,88.9449,+8427 ↑,-0.9886 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Bio Technology,OBC/SEBC,26590.0,91.7399,31749.0,91.3189,+5159 ↑,-0.421 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Bio Technology,GNT,36435.0,88.5327,28784.0,92.2204,-7651 ↓,+3.6877 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Bio Technology,EWS,82675.0,71.9875,49989.0,86.0545,-32686 ↓,+14.067 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Bio Technology,TFWS,20112.0,0.0,15730.0,0.0,-4382 ↓,0
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Civil Engineering,GOPENS,112458.0,55.1151,131053.0,53.606,+18595 ↑,-1.5091 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Civil Engineering,LOPENS,125546.0,47.6302,142228.0,47.3563,+16682 ↑,-0.2739 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Civil Engineering,SC/ST,140497.0,38.0295,145664.0,45.9246,+5167 ↑,+7.8951 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Civil Engineering,OBC/SEBC,129192.0,45.4575,141713.0,47.8015,+12521 ↑,+2.344 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Civil Engineering,GNT,142457.0,36.2134,152512.0,42.2675,+10055 ↑,+6.0541 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Civil Engineering,TFWS,178976.0,0.9864,201188.0,3.4408,+22212 ↑,+2.4544 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering,GOPENS,77111.0,72.2339,88528.0,71.8197,+11417 ↑,-0.4142 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering,LOPENS,66705.0,76.4789,79479.0,75.2107,+12774 ↑,-1.2682 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering,SC/ST,95580.0,63.537,101897.0,66.4263,+6317 ↑,+2.8893 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering,OBC/SEBC,83626.0,69.4684,92274.0,70.5072,+8648 ↑,+1.0388 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering,GNT,85687.0,68.4737,91595.0,70.7505,+5908 ↑,+2.2768 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering,EWS,177995.0,2.4045,202857.0,1.3285,+24862 ↑,-1.076 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering,TFWS,67607.0,76.1269,87788.0,72.1028,+20181 ↑,-4.0241 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GOPENS,102245.0,60.5031,114324.0,61.1295,+12079 ↑,+0.6264 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),LOPENS,89525.0,66.8404,111033.0,62.9185,+21508 ↑,-3.9219 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),SC/ST,110735.0,56.565,129078.0,54.4314,+18343 ↑,-2.1336 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),OBC/SEBC,107265.0,57.8688,119459.0,58.8995,+12194 ↑,+1.0307 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GNT,113013.0,54.7527,122342.0,57.625,+9329 ↑,+2.8723 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),TFWS,173187.0,8.8406,192373.0,12.5777,+19186 ↑,+3.7371 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electrical Engineering,GOPENS,121671.0,50.0958,142558.0,47.3563,+20887 ↑,-2.7395 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electrical Engineering,LOPENS,114997.0,53.8203,136420.0,50.7017,+21423 ↑,-3.1186 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electrical Engineering,SC/ST,133276.0,42.7253,156793.0,39.3602,+23517 ↑,-3.3651 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electrical Engineering,OBC/SEBC,127901.0,46.3188,146352.0,45.8266,+18451 ↑,-0.4922 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electrical Engineering,GNT,125145.0,47.9077,162074.0,35.9909,+36929 ↑,-11.9168 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electronics and Communication Engineering,GOPENS,117425.0,52.2047,134026.0,51.7009,+16601 ↑,-0.5038 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electronics and Communication Engineering,LOPENS,113361.0,54.392,125980.0,55.9381,+12619 ↑,+1.5461 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electronics and Communication Engineering,SC/ST,131198.0,43.9566,149655.0,43.5338,+18457 ↑,-0.4228 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electronics and Communication Engineering,OBC/SEBC,125033.0,47.9843,140897.0,48.5587,+15864 ↑,+0.5744 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electronics and Communication Engineering,GNT,128754.0,45.5785,141633.0,47.8015,+12879 ↑,+2.223 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electronics and Communication Engineering,EWS,163458.0,18.7034,187588.0,16.691,+24130 ↑,-2.0124 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Electronics and Communication Engineering,TFWS,112027.0,55.2319,129089.0,54.4314,+17062 ↑,-0.8005 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Information Technology,GOPENS,92223.0,65.546,105217.0,65.5191,+12994 ↑,-0.0269 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Information Technology,LOPENS,87002.0,67.8623,103599.0,65.8993,+16597 ↑,-1.963 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Information Technology,SC/ST,104057.0,60.1292,119660.0,58.8995,+15603 ↑,-1.2297 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Information Technology,OBC/SEBC,98245.0,62.8352,113928.0,61.562,+15683 ↑,-1.2732 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Information Technology,GNT,102816.0,60.2922,109318.0,63.4714,+6502 ↑,+3.1792 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Information Technology,TFWS,174672.0,6.8368,112915.0,62.0615,-61757 ↓,+55.2247 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Mechanical Engineering,GOPENS,130217.0,44.5064,147162.0,45.2322,+16945 ↑,+0.7258 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Mechanical Engineering,LOPENS,148099.0,32.0977,152469.0,42.2675,+4370 ↑,+10.1698 ↑
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Mechanical Engineering,SC/ST,135938.0,40.9948,166688.0,32.4837,+30750 ↑,-8.5111 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Mechanical Engineering,OBC/SEBC,138229.0,39.2351,159893.0,36.5249,+21664 ↑,-2.7102 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Mechanical Engineering,GNT,136293.0,40.7307,173207.0,28.4152,+36914 ↑,-12.3155 ↓
"04151 - Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Mechanical Engineering,TFWS,159006.0,22.5662,200029.0,4.7274,+41023 ↑,-17.8388 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Civil Engineering,GOPENS,106418.0,58.1588,140994.0,47.8906,+34576 ↑,-10.2682 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Civil Engineering,SC/ST,125140.0,47.9077,148240.0,43.9154,+23100 ↑,-3.9923 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Civil Engineering,OBC/SEBC,158062.0,24.0054,155704.0,39.7547,-2358 ↓,+15.7493 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Civil Engineering,GNT,155594.0,25.6746,139792.0,49.2256,-15802 ↓,+23.551 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering,GOPENS,70245.0,75.0114,90726.0,71.1731,+20481 ↑,-3.8383 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering,LOPENS,71998.0,74.3614,109665.0,63.3986,+37667 ↑,-10.9628 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering,SC/ST,92416.0,65.4406,108599.0,63.6513,+16183 ↑,-1.7893 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering,OBC/SEBC,85574.0,68.4737,70119.0,78.5512,-15455 ↓,+10.0775 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering,GNT,85495.0,68.4786,100090.0,67.2177,+14595 ↑,-1.2609 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering(Data Science),GOPENS,84992.0,68.7156,89175.0,71.583,+4183 ↑,+2.8674 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering(Data Science),SC/ST,112798.0,55.0734,103339.0,66.1695,-9459 ↓,+11.0961 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering(Data Science),OBC/SEBC,107831.0,57.4143,111335.0,62.8632,+3504 ↑,+5.4489 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Computer Science and Engineering(Data Science),GNT,91302.0,65.8812,32569.0,90.4253,-58733 ↓,+24.5441 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electrical Engineering,GOPENS,132449.0,43.4394,121332.0,58.2181,-11117 ↓,+14.7787 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electrical Engineering,SC/ST,141327.0,37.213,139934.0,49.2256,-1393 ↓,+12.0126 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electrical Engineering,OBC/SEBC,176656.0,4.2265,141865.0,47.7842,-34791 ↓,+43.5577 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electrical Engineering,GNT,127337.0,46.3828,118658.0,59.2797,-8679 ↓,+12.8969 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electronics and Communication Engineering,GOPENS,116896.0,52.8149,131671.0,53.2657,+14775 ↑,+0.4508 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electronics and Communication Engineering,SC/ST,125599.0,47.6302,137815.0,50.3223,+12216 ↑,+2.6921 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electronics and Communication Engineering,OBC/SEBC,172742.0,9.3922,116800.0,60.3214,-55942 ↓,+50.9292 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Electronics and Communication Engineering,GNT,106885.0,58.1159,114730.0,60.9091,+7845 ↑,+2.7932 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Mechanical Engineering,GOPENS,113945.0,54.18,135219.0,51.1763,+21274 ↑,-3.0037 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Mechanical Engineering,SC/ST,124611.0,48.0649,148267.0,43.9154,+23656 ↑,-4.1495 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Mechanical Engineering,GNT,160723.0,21.4728,162290.0,35.9296,+1567 ↑,+14.4568 ↑
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Mining Engineering,GOPENS,86131.0,68.2902,138192.0,49.7291,+52061 ↑,-18.5611 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Mining Engineering,SC/ST,77696.0,71.7683,143087.0,47.1396,+65391 ↑,-24.6287 ↓
04163 - Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Mining Engineering,GNT,129632.0,45.3423,141907.0,47.7842,+12275 ↑,+2.4419 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Artificial Intelligence and Data Science,GOPENS,23895.0,92.0214,23183.0,93.2613,-712 ↓,+1.2399 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Artificial Intelligence and Data Science,LOPENS,25040.0,91.6309,21771.0,93.6851,-3269 ↓,+2.0542 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Artificial Intelligence and Data Science,SC/ST,32143.0,89.1373,35025.0,89.6827,+2882 ↑,+0.5454 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Artificial Intelligence and Data Science,OBC/SEBC,25262.0,91.5585,24988.0,92.7191,-274 ↓,+1.1606 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Artificial Intelligence and Data Science,GNT,26129.0,91.2733,33238.0,90.1729,+7109 ↑,-1.1004 ↓
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Artificial Intelligence and Data Science,EWS,40942.0,86.0756,42265.0,87.4115,+1323 ↑,+1.3359 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Artificial Intelligence and Data Science,TFWS,18164.0,93.9722,17191.0,95.0534,-973 ↓,+1.0812 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Civil Engineering,GOPENS,70544.0,74.9709,71391.0,78.2397,+847 ↑,+3.2688 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Civil Engineering,LOPENS,68244.0,75.8855,63253.0,80.8599,-4991 ↓,+4.9744 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Civil Engineering,SC/ST,86500.0,68.0718,85714.0,73.1348,-786 ↓,+5.063 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Civil Engineering,OBC/SEBC,81151.0,70.5008,77680.0,75.6523,-3471 ↓,+5.1515 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Civil Engineering,GNT,82742.0,69.8004,98276.0,68.2382,+15534 ↑,-1.5622 ↓
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Civil Engineering,EWS,179132.0,0.7401,178643.0,24.6988,-489 ↓,+23.9587 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Civil Engineering,TFWS,48844.0,83.147,54712.0,83.4925,+5868 ↑,+0.3455 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Design,GOPENS,27383.0,90.8293,28189.0,91.7513,+806 ↑,+0.922 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Design,LOPENS,27556.0,90.798,25930.0,92.4173,-1626 ↓,+1.6193 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Design,SC/ST,32829.0,88.8902,39778.0,88.188,+6949 ↑,-0.7022 ↓
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Design,OBC/SEBC,28675.0,90.3887,30002.0,91.2776,+1327 ↑,+0.8889 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Design,GNT,32042.0,89.1946,31618.0,90.6688,-424 ↓,+1.4742 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Design,EWS,52339.0,81.842,52596.0,84.1438,+257 ↑,+2.3018 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Design,TFWS,21665.0,92.7611,22043.0,93.5907,+378 ↑,+0.8296 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering,GOPENS,15034.0,95.0334,16266.0,95.3083,+1232 ↑,+0.2749 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering,LOPENS,13334.0,95.5795,14411.0,95.8451,+1077 ↑,+0.2656 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering,SC/ST,23392.0,92.226,26753.0,92.23,+3361 ↑,+0.004 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering,OBC/SEBC,15908.0,94.7537,17656.0,94.9068,+1748 ↑,+0.1531 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering,GNT,16350.0,94.5727,29734.0,91.3082,+13384 ↑,-3.2645 ↓
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering,TFWS,10132.0,96.6529,11390.0,96.7527,+1258 ↑,+0.0998 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering (IoT),GOPENS,27135.0,90.891,27538.0,91.9726,+403 ↑,+1.0816 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering (IoT),LOPENS,26482.0,91.1979,26690.0,92.2398,+208 ↑,+1.0419 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering (IoT),SC/ST,35524.0,88.0194,39036.0,88.5033,+3512 ↑,+0.4839 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering (IoT),OBC/SEBC,28087.0,90.5264,28208.0,91.7378,+121 ↑,+1.2114 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering (IoT),GNT,30780.0,89.5918,38077.0,88.7616,+7297 ↑,-0.8302 ↓
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering (IoT),EWS,46956.0,83.753,50337.0,84.9729,+3381 ↑,+1.2199 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering (IoT),TFWS,18979.0,93.7093,21885.0,93.6678,+2906 ↑,-0.0415 ↓
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENS,17596.0,94.1631,19406.0,94.4149,+1810 ↑,+0.2518 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENS,13699.0,95.4729,16837.0,95.133,+3138 ↑,-0.3399 ↓
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),SC/ST,25083.0,91.6275,24093.0,92.9766,-990 ↓,+1.3491 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),OBC/SEBC,19715.0,93.4389,19992.0,94.2051,+277 ↑,+0.7662 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GNT,21347.0,92.8913,21191.0,93.8709,-156 ↓,+0.9796 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,32170.0,89.1373,26552.0,92.244,-5618 ↓,+3.1067 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),TFWS,10311.0,96.5995,8140.0,97.6602,-2171 ↓,+1.0607 ↑
"04167 - Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Computer Technology,GOPENS,24260.0,91.911,25262.0,92.6564,+1002 ↑,+0.7454 ↑
