College,Branch,Category,Rank 2024,Percentile 2024,Rank 2025,Percentile 2025,Rank Change,Percentile Change
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENS,32556.0,89.0036,96653.0,68.8687,+64097 ↑,-20.1349 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Computer Science and Engineering(Data Science),GOPENS,75490.0,72.8411,101456.0,66.9039,+25966 ↑,-5.9372 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Computer Science and Engineering(Data Science),LOPENS,45129.0,84.5242,98360.0,68.2382,+53231 ↑,-16.286 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Electrical and Computer Engineering,GOPENS,105829.0,59.0509,136956.0,50.5909,+31127 ↑,-8.46 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Electrical and Computer Engineering,LOPENS,94410.0,64.65,136663.0,50.5909,+42253 ↑,-14.0591 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Electronics and Computer Science,GOPENS,91882.0,65.5509,110718.0,63.2001,+18836 ↑,-2.3508 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Electronics and Computer Science,LOPENS,72519.0,74.1163,115185.0,60.8775,+42666 ↑,-13.2388 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Mechanical Engineering,GOPENS,144525.0,34.8053,170377.0,29.5315,+25852 ↑,-5.2738 ↓
"03439 - Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Mechanical Engineering,LOPENS,70260.0,75.0114,188527.0,15.9545,+118267 ↑,-59.0569 ↓
"03440 - Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Civil Engineering,GOPENS,140055.0,38.411,56556.0,82.8811,-83499 ↓,+44.4701 ↑
"03440 - Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Computer Engineering,GOPENS,52006.0,81.9801,130918.0,53.6771,+78912 ↑,-28.303 ↓
"03440 - Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Computer Engineering,LOPENS,146836.0,32.8923,186848.0,17.6786,+40012 ↑,-15.2137 ↓
"03440 - Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Computer Engineering,TFWS,133273.0,42.7253,101774.0,66.4263,-31499 ↓,+23.701 ↑
"03440 - Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Electronics and Telecommunication Engg,GOPENS,153307.0,27.8154,123967.0,57.0133,-29340 ↓,+29.1979 ↑
"03440 - Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Electronics and Telecommunication Engg,LOPENS,177433.0,3.1601,203340.0,0.5779,+25907 ↑,-2.5822 ↓
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Artificial Intelligence and Machine Learning,GOPENS,54092.0,81.2929,67246.0,79.6925,+13154 ↑,-1.6004 ↓
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Artificial Intelligence and Machine Learning,LOPENS,104843.0,59.9792,139507.0,49.3416,+34664 ↑,-10.6376 ↓
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Artificial Intelligence and Machine Learning,TFWS,169207.0,13.0991,103957.0,65.8462,-65250 ↓,+52.7471 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Civil Engineering,GOPENS,179361.0,0.3948,43219.0,87.1432,-136142 ↓,+86.7484 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Civil Engineering,LOPENS,179053.0,0.8561,198799.0,6.236,+19746 ↑,+5.3799 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Computer Engineering,GOPENS,72096.0,74.3614,123741.0,57.0133,+51645 ↑,-17.3481 ↓
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Computer Engineering,LOPENS,111470.0,55.8763,181693.0,22.0347,+70223 ↑,-33.8416 ↓
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Computer Engineering,TFWS,160096.0,22.0579,140969.0,47.8906,-19127 ↓,+25.8327 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,GOPENS,83863.0,69.2755,93724.0,69.8941,+9861 ↑,+0.6186 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,LOPENS,109754.0,57.0471,121777.0,57.8196,+12023 ↑,+0.7725 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,TFWS,158481.0,23.9455,78374.0,75.4881,-80107 ↓,+51.5426 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Electronics and Telecommunication Engg,GOPENS,112873.0,55.0734,153043.0,41.4458,+40170 ↑,-13.6276 ↓
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Electronics and Telecommunication Engg,LOPENS,160963.0,21.3859,163255.0,35.5423,+2292 ↑,+14.1564 ↑
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Electronics and Telecommunication Engg,TFWS,138497.0,39.0542,202267.0,2.1142,+63770 ↑,-36.94 ↓
"03445 - Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Mechanical Engineering,GOPENS,123284.0,48.8697,186810.0,17.6786,+63526 ↑,-31.1911 ↓
"03447 - G.M.Vedak Institute of Technology, Tala, Raigad.",Civil Engineering,GOPENS,161943.0,20.7289,171026.0,29.4126,+9083 ↑,+8.6837 ↑
"03447 - G.M.Vedak Institute of Technology, Tala, Raigad.",Computer Engineering,GOPENS,109111.0,57.196,135903.0,50.8282,+26792 ↑,-6.3678 ↓
"03447 - G.M.Vedak Institute of Technology, Tala, Raigad.",Computer Engineering,LOPENS,130901.0,44.3676,159977.0,36.5249,+29076 ↑,-7.8427 ↓
"03447 - G.M.Vedak Institute of Technology, Tala, Raigad.",Computer Engineering,TFWS,124680.0,48.0649,184227.0,19.4485,+59547 ↑,-28.6164 ↓
"03447 - G.M.Vedak Institute of Technology, Tala, Raigad.",Mechanical Engineering,GOPENS,156633.0,25.0606,170023.0,30.2606,+13390 ↑,+5.2 ↑
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Civil Engineering,GOPENS,165250.0,16.8883,173051.0,28.4152,+7801 ↑,+11.5269 ↑
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Civil Engineering,LOPENS,178934.0,1.0909,187062.0,17.2366,+8128 ↑,+16.1457 ↑
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Computer Engineering,GOPENS,51458.0,82.1879,111608.0,62.8632,+60150 ↑,-19.3247 ↓
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Computer Engineering,LOPENS,90032.0,66.4751,131503.0,53.2657,+41471 ↑,-13.2094 ↓
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Computer Engineering,TFWS,123833.0,48.6638,141083.0,47.8906,+17250 ↑,-0.7732 ↓
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Electrical Engineering,GOPENS,154267.0,27.4049,198043.0,7.1251,+43776 ↑,-20.2798 ↓
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Electrical Engineering,LOPENS,176040.0,5.0055,130409.0,53.7592,-45631 ↓,+48.7537 ↑
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Electronics and Computer Engineering,GOPENS,131634.0,43.8453,74009.0,77.015,-57625 ↓,+33.1697 ↑
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Instrumentation Engineering,GOPENS,51005.0,82.4586,130850.0,53.6771,+79845 ↑,-28.7815 ↓
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Instrumentation Engineering,LOPENS,143769.0,35.3791,182580.0,21.5409,+38811 ↑,-13.8382 ↓
"03462 - VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Mechanical Engineering,GOPENS,166810.0,15.6817,136116.0,50.8282,-30694 ↓,+35.1465 ↑
"03465 - Ideal Institute of Technology, Wada, Dist.Thane",Computer Science and Engineering,GOPENS,61079.0,78.5613,75339.0,76.8956,+14260 ↑,-1.6657 ↓
"03465 - Ideal Institute of Technology, Wada, Dist.Thane",Computer Science and Engineering,LOPENS,79566.0,71.3531,93054.0,70.2628,+13488 ↑,-1.0903 ↓
"03465 - Ideal Institute of Technology, Wada, Dist.Thane",Computer Science and Engineering,TFWS,78032.0,71.7166,115640.0,60.6345,+37608 ↑,-11.0821 ↓
"03465 - Ideal Institute of Technology, Wada, Dist.Thane",Mechanical Engineering,GOPENS,156436.0,25.514,154032.0,40.6822,-2404 ↓,+15.1682 ↑
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Civil Engineering,GOPENS,153450.0,27.8154,174248.0,28.1994,+20798 ↑,+0.384 ↑
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Civil Engineering,LOPENS,88255.0,67.5034,190534.0,14.0585,+102279 ↑,-53.4449 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Computer Engineering,GOPENS,52370.0,81.842,73905.0,77.1297,+21535 ↑,-4.7123 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Computer Engineering,LOPENS,80031.0,70.8894,118743.0,59.2797,+38712 ↑,-11.6097 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Computer Engineering,TFWS,97456.0,63.0702,36894.0,89.1476,-60562 ↓,+26.0774 ↑
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENS,72960.0,73.8487,68395.0,79.028,-4565 ↓,+5.1793 ↑
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENS,76331.0,72.5042,127793.0,55.1895,+51462 ↑,-17.3147 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Computer Science and Engineering(Artificial Intelligence and Machine Learning),TFWS,89713.0,66.4751,134962.0,51.1763,+45249 ↑,-15.2988 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Electrical Engineering,GOPENS,146181.0,33.6954,164934.0,33.465,+18753 ↑,-0.2304 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Electrical Engineering,LOPENS,38873.0,86.803,198261.0,6.6802,+159388 ↑,-80.1228 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Electronics and Telecommunication Engg,GOPENS,75827.0,72.7751,90506.0,71.1731,+14679 ↑,-1.602 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Electronics and Telecommunication Engg,LOPENS,137913.0,39.5391,134891.0,51.5716,-3022 ↓,+12.0325 ↑
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Electronics and Telecommunication Engg,TFWS,102399.0,60.5031,139985.0,49.2256,+37586 ↑,-11.2775 ↓
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Mechanical Engineering,GOPENS,148327.0,31.6885,159444.0,37.6294,+11117 ↑,+5.9409 ↑
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Mechanical Engineering,LOPENS,162420.0,19.5522,160419.0,36.226,-2001 ↓,+16.6738 ↑
"03467 - Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Mechanical Engineering,TFWS,177591.0,3.0431,154215.0,40.0937,-23376 ↓,+37.0506 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,GOPENS,90261.0,66.1855,122041.0,57.625,+31780 ↑,-8.5605 ↓
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,LOPENS,138858.0,38.885,145729.0,45.9246,+6871 ↑,+7.0396 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,TFWS,146185.0,33.5586,144848.0,46.3958,-1337 ↓,+12.8372 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Science and Engineering,GOPENS,57121.0,80.0921,65600.0,79.981,+8479 ↑,-0.1111 ↓
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Science and Engineering,LOPENS,87794.0,67.6159,61401.0,81.3271,-26393 ↓,+13.7112 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Science and Engineering,TFWS,92123.0,65.546,89640.0,71.5563,-2483 ↓,+6.0103 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Electrical Engineering,GOPENS,140162.0,38.411,102035.0,66.3866,-38127 ↓,+27.9756 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Electrical Engineering,LOPENS,166910.0,15.5976,179843.0,22.8933,+12933 ↑,+7.2957 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Electrical Engineering,TFWS,144998.0,34.8002,165910.0,32.6791,+20912 ↑,-2.1211 ↓
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Mechanical Engineering,GOPENS,42515.0,85.4082,75782.0,76.7636,+33267 ↑,-8.6446 ↓
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Mechanical Engineering,LOPENS,164588.0,18.1288,176107.0,25.7273,+11519 ↑,+7.5985 ↑
03470 - YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Mechanical Engineering,TFWS,160550.0,21.4924,201742.0,2.7098,+41192 ↑,-18.7826 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Artificial Intelligence and Data Science,GOPENS,41051.0,86.0756,51445.0,84.6216,+10394 ↑,-1.454 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Artificial Intelligence and Data Science,LOPENS,33581.0,88.6325,74043.0,77.015,+40462 ↑,-11.6175 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Artificial Intelligence and Data Science,TFWS,44005.0,84.8482,76068.0,76.6755,+32063 ↑,-8.1727 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Civil Engineering,GOPENS,108276.0,57.2538,104583.0,65.6693,-3693 ↓,+8.4155 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Civil Engineering,LOPENS,157059.0,24.5949,120760.0,58.4402,-36299 ↓,+33.8453 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Civil Engineering,TFWS,149455.0,30.9687,142199.0,47.7842,-7256 ↓,+16.8155 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Computer Engineering,GOPENS,38140.0,86.9353,49306.0,85.2053,+11166 ↑,-1.73 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Computer Engineering,LOPENS,52886.0,81.7658,47331.0,85.9058,-5555 ↓,+4.14 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Computer Engineering,TFWS,117792.0,52.2047,69854.0,78.582,-47938 ↓,+26.3773 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Computer Science and Design,GOPENS,55255.0,80.7859,55826.0,83.2059,+571 ↑,+2.42 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Computer Science and Design,LOPENS,44291.0,84.7973,83366.0,73.6345,+39075 ↑,-11.1628 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Computer Science and Design,TFWS,66561.0,76.4789,85411.0,73.2613,+18850 ↑,-3.2176 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Mechanical Engineering,GOPENS,73201.0,73.7957,82385.0,74.0095,+9184 ↑,+0.2138 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Mechanical Engineering,LOPENS,118421.0,52.0277,128736.0,54.574,+10315 ↑,+2.5463 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Mechanical Engineering,TFWS,141249.0,37.213,93530.0,69.8941,-47719 ↓,+32.6811 ↑
"03471 - New Horizon Institute of Technology & Management, Thane",Mechatronics Engineering,GOPENS,63582.0,77.7635,79584.0,75.2107,+16002 ↑,-2.5528 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Mechatronics Engineering,LOPENS,103297.0,60.2294,126605.0,55.6406,+23308 ↑,-4.5888 ↓
"03471 - New Horizon Institute of Technology & Management, Thane",Mechatronics Engineering,TFWS,146213.0,33.5586,18219.0,94.7424,-127994 ↓,+61.1838 ↑
"03475 - A. P. Shah Institute of Technology, Thane",Civil Engineering,GOPENS,59434.0,79.3459,53520.0,83.9021,-5914 ↓,+4.5562 ↑
"03475 - A. P. Shah Institute of Technology, Thane",Civil Engineering,LOPENS,122667.0,49.6194,82888.0,73.7483,-39779 ↓,+24.1289 ↑
"03475 - A. P. Shah Institute of Technology, Thane",Computer Engineering,GOPENS,24981.0,91.6345,30579.0,91.0511,+5598 ↑,-0.5834 ↓
"03475 - A. P. Shah Institute of Technology, Thane",Computer Engineering,LOPENS,19661.0,93.4558,28709.0,91.6322,+9048 ↑,-1.8236 ↓
"03475 - A. P. Shah Institute of Technology, Thane",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENS,34476.0,88.2041,38978.0,88.5372,+4502 ↑,+0.3331 ↑
"03475 - A. P. Shah Institute of Technology, Thane",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENS,25518.0,91.4912,32362.0,90.5015,+6844 ↑,-0.9897 ↓
"03475 - A. P. Shah Institute of Technology, Thane",Computer Science and Engineering(Data Science),GOPENS,34421.0,88.3568,39994.0,88.172,+5573 ↑,-0.1848 ↓
"03475 - A. P. Shah Institute of Technology, Thane",Computer Science and Engineering(Data Science),LOPENS,27660.0,90.7774,34450.0,89.8618,+6790 ↑,-0.9156 ↓
"03475 - A. P. Shah Institute of Technology, Thane",Information Technology,GOPENS,31257.0,89.452,39571.0,88.2545,+8314 ↑,-1.1975 ↓
"03475 - A. P. Shah Institute of Technology, Thane",Information Technology,LOPENS,26754.0,90.9924,37059.0,89.068,+10305 ↑,-1.9244 ↓
"03475 - A. P. Shah Institute of Technology, Thane",Mechanical Engineering,GOPENS,55955.0,80.5929,59191.0,82.1319,+3236 ↑,+1.539 ↑
"03475 - A. P. Shah Institute of Technology, Thane",Mechanical Engineering,LOPENS,51548.0,82.1767,40439.0,87.9825,-11109 ↓,+5.8058 ↑
"03477 - Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Civil Engineering,GOPENS,106478.0,58.1588,121273.0,58.2181,+14795 ↑,+0.0593 ↑
"03477 - Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Civil Engineering,LOPENS,54253.0,81.2084,140112.0,49.1541,+85859 ↑,-32.0543 ↓
"03477 - Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Computer Engineering,GOPENS,46699.0,83.8466,57878.0,82.4521,+11179 ↑,-1.3945 ↓
"03477 - Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Computer Engineering,LOPENS,36780.0,87.4969,61018.0,81.5805,+24238 ↑,-5.9164 ↓
"03477 - Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Computer Engineering,TFWS,81271.0,70.5008,66490.0,79.7185,-14781 ↓,+9.2177 ↑
"03477 - Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Mechanical Engineering,GOPENS,173083.0,8.8497,135561.0,50.9683,-37522 ↓,+42.1186 ↑
"03477 - Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Mechanical Engineering,LOPENS,111167.0,56.0104,190539.0,14.0585,+79372 ↑,-41.9519 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Artificial Intelligence (AI) and Data Science,GOPENS,62901.0,77.8445,70411.0,78.4343,+7510 ↑,+0.5898 ↑
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Artificial Intelligence (AI) and Data Science,LOPENS,130958.0,44.3676,107808.0,64.2631,-23150 ↓,+19.8955 ↑
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Artificial Intelligence (AI) and Data Science,TFWS,112795.0,55.0734,190680.0,13.9509,+77885 ↑,-41.1225 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Civil Engineering,GOPENS,143994.0,35.2166,192962.0,11.8671,+48968 ↑,-23.3495 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Civil Engineering,LOPENS,144947.0,34.8002,195793.0,9.3356,+50846 ↑,-25.4646 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Computer Engineering,GOPENS,68083.0,76.0338,76874.0,76.2717,+8791 ↑,+0.2379 ↑
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Computer Engineering,LOPENS,60055.0,79.0646,105068.0,65.5191,+45013 ↑,-13.5455 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Computer Engineering,TFWS,72782.0,73.8893,118834.0,59.2797,+46052 ↑,-14.6096 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Electrical Engineering,GOPENS,76238.0,72.6096,162130.0,35.9296,+85892 ↑,-36.68 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Electrical Engineering,LOPENS,123477.0,48.7779,166410.0,32.5451,+42933 ↑,-16.2328 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Information Technology,GOPENS,61553.0,78.4441,91449.0,70.7505,+29896 ↑,-7.6936 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Information Technology,LOPENS,105055.0,59.8893,151442.0,42.7404,+46387 ↑,-17.1489 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Information Technology,TFWS,82883.0,69.764,102026.0,66.3866,+19143 ↑,-3.3774 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Mechanical Engineering,GOPENS,161185.0,21.3531,186180.0,18.1456,+24995 ↑,-3.2075 ↓
"03503 - Indala College Of Engineering, Bapsai Tal.Kalyan",Mechanical Engineering,LOPENS,146256.0,33.5586,193342.0,11.5879,+47086 ↑,-21.9707 ↓
03546 - Devi Mahalaxmi College of Engineering and Technology,Civil Engineering,GOPENS,106505.0,58.1588,202829.0,1.3373,+96324 ↑,-56.8215 ↓
03546 - Devi Mahalaxmi College of Engineering and Technology,Computer Engineering,GOPENS,71000.0,74.6831,96479.0,68.962,+25479 ↑,-5.7211 ↓
03546 - Devi Mahalaxmi College of Engineering and Technology,Computer Engineering,LOPENS,141795.0,36.6611,154202.0,40.0937,+12407 ↑,+3.4326 ↑
03546 - Devi Mahalaxmi College of Engineering and Technology,Computer Engineering,TFWS,102577.0,60.2952,111637.0,62.8632,+9060 ↑,+2.568 ↑
03546 - Devi Mahalaxmi College of Engineering and Technology,Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENS,108181.0,57.2538,104071.0,65.8462,-4110 ↓,+8.5924 ↑
03546 - Devi Mahalaxmi College of Engineering and Technology,Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENS,142906.0,36.0382,152919.0,41.7471,+10013 ↑,+5.7089 ↑
03546 - Devi Mahalaxmi College of Engineering and Technology,Computer Science and Engineering(Artificial Intelligence and Machine Learning),TFWS,122335.0,49.795,106418.0,64.7132,-15917 ↓,+14.9182 ↑
03546 - Devi Mahalaxmi College of Engineering and Technology,Electrical Engineering,GOPENS,173619.0,8.0327,93361.0,70.2034,-80258 ↓,+62.1707 ↑
03546 - Devi Mahalaxmi College of Engineering and Technology,Electrical Engineering,LOPENS,179161.0,0.687,88992.0,71.583,-90169 ↓,+70.896 ↑
03546 - Devi Mahalaxmi College of Engineering and Technology,Mechanical Engineering,GOPENS,154123.0,27.4155,188351.0,16.1743,+34228 ↑,-11.2412 ↓
"04004 - Government College of Engineering, Chandrapur",Civil Engineering,GOPENS,69949.0,75.1973,61478.0,81.2847,-8471 ↓,+6.0874 ↑
"04004 - Government College of Engineering, Chandrapur",Civil Engineering,LOPENS,73426.0,73.7957,64502.0,80.3576,-8924 ↓,+6.5619 ↑
"04004 - Government College of Engineering, Chandrapur",Civil Engineering,TFWS,105975.0,58.5787,75334.0,76.8956,-30641 ↓,+18.3169 ↑
"04004 - Government College of Engineering, Chandrapur",Computer Science and Engineering,GOPENS,23450.0,92.226,27002.0,92.0891,+3552 ↑,-0.1369 ↓
"04004 - Government College of Engineering, Chandrapur",Computer Science and Engineering,LOPENS,37271.0,87.3944,45415.0,86.5435,+8144 ↑,-0.8509 ↓
"04004 - Government College of Engineering, Chandrapur",Computer Science and Engineering,TFWS,24232.0,91.9366,27602.0,91.9353,+3370 ↑,-0.0013 ↓
"04004 - Government College of Engineering, Chandrapur",Electrical Engineering,GOPENS,62095.0,78.1946,57083.0,82.8373,-5012 ↓,+4.6427 ↑
"04004 - Government College of Engineering, Chandrapur",Electrical Engineering,LOPENS,76494.0,72.5042,64648.0,80.3531,-11846 ↓,+7.8489 ↑
"04004 - Government College of Engineering, Chandrapur",Electrical Engineering,TFWS,107641.0,57.4143,63063.0,80.967,-44578 ↓,+23.5527 ↑
"04004 - Government College of Engineering, Chandrapur",Electronics and Telecommunication Engg,GOPENS,38362.0,86.8891,43065.0,87.2335,+4703 ↑,+0.3444 ↑
"04004 - Government College of Engineering, Chandrapur",Electronics and Telecommunication Engg,LOPENS,48680.0,83.1984,45768.0,86.387,-2912 ↓,+3.1886 ↑
"04004 - Government College of Engineering, Chandrapur",Electronics and Telecommunication Engg,TFWS,92784.0,65.3627,77394.0,75.6538,-15390 ↓,+10.2911 ↑
"04004 - Government College of Engineering, Chandrapur",Instrumentation Engineering,GOPENS,73496.0,73.7743,82118.0,74.0095,+8622 ↑,+0.2352 ↑
